"HECTAD","TIME.PERIOD","EASTING","NORTHING","HECTAD.SR","REGION.SR","PERCENT.RECORDED","RECORDING.LEVEL","lon","lat"
"HY53","2012-2016",350000,1030000,1,365,0.273972602739726,"Recorded",-2.87592434524832,59.153810605632
"HY53","1975-1991",350000,1030000,3,362,0.828729281767956,"Recorded",-2.87592434524832,59.153810605632
"HY62","2012-2016",360000,1020000,23,361,6.37119113573407,"Recorded",-2.69927377598481,59.065076427945
"HY62","1975-1991",360000,1020000,2,357,0.560224089635854,"Recorded",-2.69927377598481,59.065076427945
"HY64","2012-2016",360000,1040000,38,363,10.4683195592287,"Well recorded",-2.70294870943919,59.2446662446133
"HY64","1975-1991",360000,1040000,6,361,1.66204986149584,"Recorded",-2.70294870943919,59.2446662446133
"HY75","2012-2016",370000,1050000,5,364,1.37362637362637,"Recorded",-2.529051554927,59.3352912579217
"HY75","1975-1991",370000,1050000,27,361,7.4792243767313,"Recorded",-2.529051554927,59.3352912579217
"HZ27","2012-2016",420000,1070000,52,360,14.4444444444444,"Well recorded",-1.64836427112013,59.5154896149698
"HZ27","1975-1991",420000,1070000,25,351,7.12250712250712,"Recorded",-1.64836427112013,59.5154896149698
"NB01","2012-2016",100000,910000,9,396,2.27272727272727,"Recorded",-7.07663777588939,57.9776978567378
"NB01","1975-1991",100000,910000,1,364,0.274725274725275,"Recorded",-7.07663777588939,57.9776978567378
"NB13","2012-2016",110000,930000,47,391,12.0204603580563,"Well recorded",-6.93287932272522,58.1632967003434
"NB13","1975-1991",110000,930000,1,366,0.273224043715847,"Recorded",-6.93287932272522,58.1632967003434
"NB24","2012-2016",120000,940000,9,395,2.27848101265823,"Recorded",-6.7755542499936,58.2592497843082
"NB24","1975-1991",120000,940000,4,368,1.08695652173913,"Recorded",-6.7755542499936,58.2592497843082
"NB43","2012-2016",140000,930000,29,395,7.34177215189873,"Recorded",-6.42460228935874,58.181971695081
"NB43","1975-1991",140000,930000,4,370,1.08108108108108,"Recorded",-6.42460228935874,58.181971695081
"NC00","2012-2016",200000,900000,29,392,7.39795918367347,"Recorded",-5.38075405466287,57.9442707852582
"NC00","1975-1991",200000,900000,1,380,0.263157894736842,"Recorded",-5.38075405466287,57.9442707852582
"NC01","2012-2016",200000,910000,112,388,28.8659793814433,"Heavily recorded",-5.38922214269112,58.0339320094161
"NC01","1975-1991",200000,910000,223,377,59.1511936339523,"Heavily recorded",-5.38922214269112,58.0339320094161
"NC10","2012-2016",210000,900000,5,390,1.28205128205128,"Recorded",-5.21211243010679,57.948648534977
"NC10","1975-1991",210000,900000,135,381,35.4330708661417,"Heavily recorded",-5.21211243010679,57.948648534977
"NC13","2012-2016",210000,930000,23,389,5.91259640102828,"Recorded",-5.23640034014729,58.2176718186462
"NC13","1975-1991",210000,930000,1,375,0.266666666666667,"Recorded",-5.23640034014729,58.2176718186462
"NC21","2012-2016",220000,910000,6,391,1.53452685421995,"Recorded",-5.05104948332105,58.0424935551145
"NC21","1975-1991",220000,910000,119,379,31.3984168865435,"Heavily recorded",-5.05104948332105,58.0424935551145
"NC22","2012-2016",220000,920000,20,389,5.1413881748072,"Recorded",-5.05872185041773,58.132182471426
"NC22","1975-1991",220000,920000,2,379,0.527704485488127,"Recorded",-5.05872185041773,58.132182471426
